station,lat,lon
5190.07,40.71269042,-73.98776323
5190.09,40.711471394469264,-73.98672603070736
5195.06,40.710709,-73.959724
5198.04,40.71076228,-73.99400398
5199.01,40.7123,-73.89397
5204.05,40.71285887,-73.96590294
5207.01,40.71273266,-74.0046073
5210.01,40.71323,-73.93894
5216.04,40.71291224,-74.01020234
5216.06,40.71221958009051,-74.01047229766846
5217.03,40.71301,-73.90968
5219.05,40.713532,-73.9459867
5225.02,40.71246,-73.91873
5225.04,40.71334,-73.91572
5230.02,40.71332151208186,-73.99009689688683
5235.05,40.71260486,-73.96264403
5235.10,40.712628,-73.960575
5238.05,40.71307916,-73.99851193
5241.02,40.71429,-73.93323
5247.10,40.71450451,-74.00562789
5248.05,40.71391,-73.90299
5250.05,40.71247661,-73.94100005
5257.01,40.71435,-73.91405
5259.06,40.71335226222875,-73.9491033554077
5262.09,40.713126,-73.984844
5267.08,40.71286844,-73.95698119
5267.09,40.71469,-73.95739
5270.05,40.71406667,-73.99293911
5270.07,40.7158155,-73.99422366
5270.08,40.714193,-73.996732
5270.09,40.71310702305908,-73.99446353316307
5273.01,40.71401,-73.92793
5276.04,40.714731,-73.966612
5279.03,40.71494807,-74.00234482
5280.02,40.71453,-73.90105
5280.03,40.71442,-73.90097
5282.02,40.713811,-73.93515
5288.08,40.71334184275907,-74.00935515761375
5288.09,40.71473993,-74.00910627
5288.12,40.71485150526251,-74.01122331619263
5289.05,40.71484,-73.909
5291.05,40.715143,-73.944507
5294.04,40.714211,-73.981095
5297.02,40.7153379,-74.01658354
5300.05,40.71413311,-73.95234386
5300.06,40.7160751,-73.952029
5303.06,40.71559509,-73.9870295
5303.08,40.71427487,-73.98990025
5308.04,40.71534825,-73.96024116
5321.08,40.71693,-73.90198
5323.06,40.71534162042448,-73.93865078687668
5326.06,40.71782143,-73.97628939
5329.03,40.71754834,-74.01322069
5329.08,40.71503,-74.01246
5332.10,40.71638031973561,-73.94821286201477
5335.03,40.71622644,-73.98261206
5335.07,40.71511871996496,-73.98417055606842
5340.01,40.716967,-73.956388
5342.10,40.71605866,-73.99190759
5343.11,40.717318403855785,-73.99067759513855
5348.02,40.716887,-73.963198
5351.03,40.71602118,-73.99974372
5351.07,40.717411,-73.999573
5354.01,40.716657,-73.93637
5359.10,40.71625008,-74.0091059
5359.11,40.717571,-74.005549
5359.12,40.71703,-74.00925
5359.13,40.71688538495366,-74.00650128722191
5360.02,40.71592232709503,-73.90601366758347
5362.08,40.71773,-73.94051
5365.02,40.71739973,-73.98016555
5368.03,40.71759894980997,-74.01587963104248
5369.01,40.71888,-73.91427
5371.07,40.71766197083994,-73.94880026578903
5374.01,40.7172274,-73.98802084
5379.09,40.7190095,-73.95852515
5379.10,40.71745169,-73.95850939
5382.06,40.718822,-73.99596
5382.07,40.71779817737835,-73.99316132068634
5388.01,40.716425,-73.96594
5391.06,40.71939226,-74.00247214
